price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,manufacturer
5600,2006,toyota corolla,excellent,4.0,gas,124193.0,automatic,sedan,color_unknown,0,toyota
11800,2011,toyota rav4,excellent,4.0,gas,118798.0,automatic,SUV,silver,1.0,toyota
6900,2013,hyundai elantra,excellent,4.0,gas,,automatic,coupe,silver,0,hyundai
10800,2013,ford explorer,excellent,6.0,gas,120571.0,automatic,SUV,white,0,ford
13800,2013,ford explorer,excellent,6.0,gas,147217.0,automatic,SUV,red,1.0,ford
4800,0,chevrolet silverado 2500hd,good,8.0,diesel,318000.0,automatic,pickup,white,0,chevrolet
8500,2019,nissan sentra,new,4.0,gas,10000.0,automatic,sedan,black,0,nissan
12800,2007,gmc yukon,excellent,,gas,161455.0,automatic,SUV,black,1.0,gmc
23800,2013,ford f-150,excellent,6.0,gas,,automatic,pickup,black,1.0,ford
13800,2013,ford edge,excellent,4.0,gas,,automatic,SUV,brown,0,ford
9699,2012,volkswagen passat,excellent,4.0,diesel,100365.0,automatic,sedan,grey,0,volkswagen
6995,2012,ford focus se,excellent,4.0,gas,56000.0,automatic,sedan,silver,0,ford
6999,2009,honda cr-v,excellent,4.0,gas,227000.0,automatic,SUV,blue,1.0,honda
5500,0,ford fusion,good,,gas,,automatic,sedan,blue,0,ford
31000,2017,ford f150,excellent,10.0,gas,41000.0,automatic,truck,custom,1.0,ford
3295,2002,ford expedition,good,8.0,gas,168109.0,automatic,SUV,color_unknown,0,ford
20900,0,chevrolet silverado 1500,good,8.0,gas,,automatic,truck,color_unknown,1.0,chevrolet
12500,2008,ram 2500,fair,8.0,gas,103000.0,automatic,pickup,black,1.0,ram
7500,2011,toyota camry le,like new,4.0,gas,154000.0,automatic,sedan,grey,0,toyota
4495,2006,volkswagen passat,excellent,4.0,gas,111239.0,automatic,sedan,black,0,volkswagen
7000,2006,gmc sierra 1500,good,,gas,118000.0,automatic,truck,blue,1.0,gmc
6000,2013,ford taurus,excellent,6.0,gas,83000.0,automatic,sedan,color_unknown,0,ford
6995,2013,volkswagen passat,excellent,,gas,103336.0,manual,sedan,black,0,volkswagen
1200,1994,honda civic,fair,4.0,gas,159038.0,automatic,coupe,black,0,honda
6295,2008,ford escape,excellent,6.0,gas,120012.0,automatic,SUV,white,0,ford
13995,2015,ford taurus,excellent,6.0,gas,,automatic,sedan,silver,1.0,ford
16900,0,ram 1500,like new,8.0,gas,30145.0,automatic,truck,white,0,ram
3995,2007,volkswagen jetta,excellent,,gas,121861.0,automatic,sedan,black,0,volkswagen
7000,1965,chevrolet impala,fair,8.0,gas,54661.0,automatic,coupe,blue,0,chevrolet
15495,2013,toyota highlander,like new,6.0,gas,105950.0,automatic,SUV,red,1.0,toyota
11500,2008,chevrolet silverado 1500,good,,gas,150.0,automatic,truck,color_unknown,1.0,chevrolet
7800,2004,ford f350 super duty,good,8.0,gas,203668.0,automatic,truck,white,0,ford
2395,2004,hyundai sonata,good,4.0,gas,124218.0,automatic,sedan,red,0,hyundai
38500,2015,ford f-250,good,,diesel,110000.0,automatic,truck,color_unknown,1.0,ford
7990,2017,nissan versa,excellent,4.0,gas,59017.0,automatic,sedan,black,0,nissan
6990,2012,honda civic,excellent,4.0,gas,122819.0,automatic,coupe,silver,0,honda
6500,2011,toyota corolla,excellent,4.0,gas,145118.0,automatic,sedan,silver,0,toyota
17995,2018,subaru forester,new,4.0,gas,,automatic,SUV,red,1.0,subaru
2800,2004,ford f-150,excellent,6.0,gas,452000.0,automatic,truck,white,0,ford
5900,0,chevrolet silverado,excellent,8.0,gas,220000.0,automatic,truck,black,0,chevrolet
8995,2014,subaru forester,like new,4.0,gas,115600.0,automatic,hatchback,silver,1.0,subaru
7495,2011,subaru forester,like new,4.0,gas,113500.0,automatic,SUV,color_unknown,1.0,subaru
3500,1999,ford f250 super duty,good,10.0,gas,230000.0,automatic,truck,green,0,ford
8500,2009,jeep grand cherokee laredo,excellent,,gas,98000.0,automatic,SUV,black,1.0,jeep
3495,2006,ford fusion,excellent,6.0,gas,110000.0,automatic,sedan,custom,0,ford
34900,2013,mercedes-benz benze sprinter 2500,excellent,6.0,diesel,,automatic,van,black,0,mercedes-benz
30500,2011,gmc sierra 2500hd,excellent,8.0,diesel,146000.0,automatic,truck,white,1.0,gmc
1200,2000,gmc sierra,fair,8.0,gas,221000.0,automatic,pickup,blue,0,gmc
20000,2016,ford edge,excellent,6.0,gas,,automatic,SUV,black,1.0,ford
31500,2018,chevrolet silverado 1500,excellent,8.0,gas,22222.0,automatic,pickup,color_unknown,1.0,chevrolet
8995,2009,chevrolet traverse,excellent,6.0,gas,123500.0,automatic,SUV,silver,1.0,chevrolet
7295,2009,buick enclave,good,6.0,gas,125500.0,automatic,SUV,color_unknown,1.0,buick
10895,2013,hyundai santa fe,excellent,4.0,gas,111000.0,automatic,SUV,color_unknown,1.0,hyundai
12495,2016,chevrolet equinox,excellent,4.0,gas,126500.0,automatic,SUV,blue,1.0,chevrolet
11995,2016,ford escape,excellent,,gas,102500.0,automatic,SUV,white,1.0,ford
14495,2012,ford explorer,excellent,6.0,gas,,automatic,SUV,green,1.0,ford
10495,2013,ford edge,excellent,6.0,gas,103000.0,automatic,SUV,blue,0,ford
9495,2003,gmc sierra 2500hd,excellent,8.0,diesel,257500.0,automatic,pickup,silver,1.0,gmc
10895,2015,chevrolet equinox,excellent,4.0,gas,92500.0,automatic,SUV,grey,0,chevrolet
11000,2007,ford f-250 super duty,good,,diesel,,automatic,pickup,white,1.0,ford
9999,2013,chevrolet equinox,excellent,,gas,99400.0,automatic,SUV,black,1.0,chevrolet
16495,2013,gmc sierra 1500,excellent,8.0,gas,,automatic,pickup,blue,1.0,gmc
13800,2012,jeep grand cherokee,excellent,6.0,gas,110029.0,automatic,SUV,black,1.0,jeep
19800,2014,ford f-150,excellent,8.0,gas,113397.0,automatic,truck,blue,1.0,ford
10800,2015,kia soul,excellent,4.0,gas,101178.0,automatic,wagon,color_unknown,0,kia
9500,2014,dodge grand caravan,excellent,6.0,gas,122056.0,automatic,van,red,0,dodge
17500,2012,ford f-150,excellent,6.0,gas,76836.0,automatic,truck,red,1.0,ford
18400,0,chevrolet silverado 1500,excellent,8.0,gas,113900.0,automatic,truck,black,1.0,chevrolet
15995,2013,ram 1500,excellent,8.0,gas,127000.0,automatic,pickup,silver,1.0,ram
5495,0,ford fusion,excellent,4.0,gas,,automatic,sedan,white,0,ford
2000,2005,toyota prius,fair,4.0,gas,299999.0,automatic,hatchback,color_unknown,0,toyota
5200,2007,nissan altima,excellent,6.0,gas,93200.0,automatic,sedan,red,0,nissan
7694,2006,ford f-150,excellent,8.0,gas,,automatic,truck,silver,1.0,ford
29900,2016,ford f-150,good,6.0,gas,83989.0,automatic,truck,white,1.0,ford
16900,2018,dodge grand caravan,good,6.0,gas,51870.0,automatic,van,white,0,dodge
189000,2014,ford f-150,good,6.0,gas,151248.0,automatic,truck,black,0,ford
18900,2018,nissan rogue,good,4.0,gas,31121.0,automatic,SUV,silver,0,nissan
25900,2015,toyota tacoma,good,6.0,gas,74379.0,automatic,truck,silver,1.0,toyota
6750,2008,chevrolet silverado 1500,good,8.0,gas,,automatic,pickup,blue,0,chevrolet
19900,2013,ford f-150,good,6.0,gas,126006.0,automatic,truck,color_unknown,1.0,ford
22495,2013,ford f-150,excellent,6.0,gas,105500.0,automatic,pickup,grey,1.0,ford
18900,2015,chevrolet silverado 1500,good,6.0,gas,85193.0,automatic,truck,silver,1.0,chevrolet
7995,0,gmc sierra,good,6.0,gas,155000.0,automatic,pickup,grey,0,gmc
10300,2013,ford f-150,excellent,8.0,gas,200300.0,automatic,pickup,white,1.0,ford
14495,2008,chevrolet silverado 2500hd,excellent,,gas,172000.0,automatic,pickup,color_unknown,1.0,chevrolet
15995,2016,nissan maxima,excellent,6.0,gas,,automatic,sedan,silver,0,nissan
9500,2005,chevrolet silverado 1500,good,8.0,gas,91000.0,automatic,truck,red,0,chevrolet
10800,2014,hyundai sonata,good,4.0,gas,103715.0,automatic,sedan,color_unknown,0,hyundai
5900,2009,gmc acadia,excellent,6.0,gas,191000.0,automatic,SUV,white,0,gmc
18499,0,chevrolet silverado,excellent,6.0,gas,120013.0,automatic,truck,white,0,chevrolet
10950,2015,ford fusion,good,4.0,gas,111123.0,automatic,sedan,color_unknown,0,ford
15500,2011,ford f-150,excellent,8.0,gas,156000.0,automatic,truck,white,1.0,ford
14950,2016,ford edge,good,6.0,gas,99277.0,automatic,SUV,black,0,ford
7500,2005,jeep grand cherokee,excellent,8.0,gas,160000.0,automatic,SUV,red,1.0,jeep
9495,2014,ford escape,excellent,4.0,gas,124500.0,automatic,SUV,red,1.0,ford
5800,2011,nissan versa,good,4.0,gas,140123.0,automatic,hatchback,silver,0,nissan
16900,2005,jeep wrangler,excellent,6.0,gas,90000.0,manual,SUV,orange,1.0,jeep
6800,2005,jeep liberty,good,,gas,95678.0,automatic,SUV,red,1.0,jeep
15900,2004,ford f-350 sd,excellent,8.0,diesel,152000.0,automatic,truck,brown,1.0,ford
5995,2012,ford escape,good,4.0,gas,163000.0,automatic,SUV,red,0,ford
12997,2012,ford edge,good,6.0,gas,103109.0,automatic,SUV,blue,1.0,ford
19997,2010,jeep wrangler unlimited,good,6.0,gas,77294.0,automatic,SUV,black,1.0,jeep
29997,2015,jeep wrangler,good,6.0,gas,35110.0,automatic,SUV,yellow,1.0,jeep
11975,2014,volkswagen passat,good,4.0,gas,,automatic,sedan,black,0,volkswagen
19949,2013,chevrolet silverado 1500,good,8.0,gas,109146.0,automatic,truck,color_unknown,1.0,chevrolet
4995,2011,hyundai elantra,excellent,4.0,gas,137684.0,automatic,sedan,silver,0,hyundai
13895,2009,ford f-150,excellent,,gas,,automatic,pickup,blue,1.0,ford
12595,2017,chevrolet malibu,excellent,4.0,gas,24900.0,automatic,sedan,red,0,chevrolet
11995,2010,ram 1500,excellent,8.0,gas,134000.0,automatic,pickup,black,0,ram
14995,2009,jeep wrangler unlimited,excellent,6.0,gas,142500.0,automatic,SUV,red,1.0,jeep
1395,0,chevrolet equinox,excellent,4.0,gas,154000.0,automatic,SUV,silver,0,chevrolet
4300,2013,volkswagen jetta,good,,gas,,manual,sedan,silver,0,volkswagen
13500,2014,gmc acadia,good,6.0,gas,138250.0,automatic,SUV,grey,1.0,gmc
18995,0,ford f150,good,8.0,gas,130433.0,automatic,truck,white,1.0,ford
23895,2013,ford f-150,excellent,6.0,gas,108500.0,automatic,pickup,white,1.0,ford
5500,2004,toyota highlander,good,6.0,gas,117665.0,automatic,SUV,silver,0,toyota
13000,2014,gmc acadia,fair,,gas,116805.0,automatic,SUV,white,1.0,gmc
30500,2017,jeep wrangler unlimited,good,6.0,gas,43310.0,automatic,SUV,black,1.0,jeep
3000,2010,chevrolet malibu,fair,4.0,gas,124830.0,automatic,sedan,blue,0,chevrolet
16495,2012,ram 1500,excellent,8.0,gas,140500.0,automatic,pickup,blue,1.0,ram
4400,2008,honda accord,good,6.0,gas,177000.0,automatic,truck,white,0,honda
4915,2007,ford edge,excellent,6.0,gas,161749.0,automatic,SUV,color_unknown,0,ford
8990,2010,toyota rav4,excellent,4.0,gas,127489.0,automatic,SUV,black,1.0,toyota
6500,2012,hyundai sonata,excellent,4.0,gas,,automatic,sedan,grey,0,hyundai
11995,2014,ford f-150,excellent,6.0,gas,,automatic,truck,white,1.0,ford
34500,2018,ford explorer,excellent,6.0,gas,24822.0,automatic,SUV,black,1.0,ford
5995,2009,dodge charger,excellent,6.0,gas,120000.0,automatic,sedan,color_unknown,0,dodge
5295,0,volkswagen passat,good,6.0,gas,113881.0,automatic,sedan,silver,0,volkswagen
6500,2004,chevrolet silverado 1500,good,,gas,,automatic,truck,white,1.0,chevrolet
2295,2004,ford taurus,good,,gas,125904.0,automatic,sedan,color_unknown,0,ford
8495,2016,dodge grand caravan,good,6.0,gas,126295.0,automatic,van,grey,0,dodge
2495,2002,jeep liberty,good,6.0,gas,194703.0,automatic,SUV,silver,1.0,jeep
12995,2002,gmc sierra 2500hd,good,8.0,diesel,141345.0,automatic,truck,custom,1.0,gmc
8995,2007,chevrolet silverado 1500,good,8.0,gas,186708.0,automatic,truck,silver,1.0,chevrolet
11995,2013,ford f-150,excellent,6.0,gas,71.0,automatic,pickup,white,0,ford
1995,2005,hyundai sonata,excellent,6.0,gas,15.0,automatic,sedan,red,0,hyundai
22900,2007,chevrolet silverado,excellent,8.0,diesel,122000.0,automatic,truck,blue,1.0,chevrolet
1000,2003,ford ranger,fair,6.0,gas,147000.0,automatic,pickup,color_unknown,0,ford
7990,2003,gmc sierra 2500hd,excellent,8.0,gas,149471.0,automatic,truck,black,1.0,gmc
14245,2007,toyota tundra,excellent,8.0,gas,153531.0,automatic,truck,grey,1.0,toyota
3800,1990,ford f350,good,,diesel,180000.0,automatic,truck,black,0,ford
9900,2014,honda civic,excellent,4.0,gas,80000.0,automatic,sedan,color_unknown,0,honda
11200,2011,toyota tacoma,excellent,4.0,gas,130700.0,automatic,pickup,color_unknown,0,toyota
14999,2009,chevrolet suburban,good,8.0,gas,140231.0,automatic,SUV,black,1.0,chevrolet
17499,2011,chevrolet silverado 1500,good,8.0,gas,70844.0,automatic,truck,silver,1.0,chevrolet
11999,2014,subaru impreza,good,4.0,gas,57935.0,automatic,sedan,black,1.0,subaru
43500,2015,chevrolet silverado 2500hd,excellent,8.0,diesel,,automatic,truck,color_unknown,1.0,chevrolet
12000,2009,ford f-150,excellent,8.0,gas,199000.0,automatic,truck,white,1.0,ford
4000,2009,honda accord,good,4.0,gas,149000.0,automatic,truck,silver,0,honda
4000,2008,acura tl,good,6.0,gas,156000.0,automatic,sedan,black,0,acura
4999,2008,ford escape,good,6.0,gas,99000.0,automatic,SUV,white,0,ford
35000,2018,chevrolet silverado,like new,8.0,gas,20000.0,automatic,truck,red,1.0,chevrolet
8995,2013,toyota camry,excellent,4.0,gas,125000.0,automatic,sedan,blue,0,toyota
4550,2004,dodge dakota,excellent,8.0,gas,184.0,automatic,pickup,color_unknown,0,dodge
11500,0,ram 1500,excellent,8.0,gas,245.0,automatic,pickup,color_unknown,1.0,ram
24000,2004,ram 2500,like new,8.0,gas,16200.0,automatic,pickup,color_unknown,1.0,ram
2950,2002,ford f350 super duty,fair,8.0,gas,153262.0,automatic,pickup,color_unknown,1.0,ford
3500,2008,ford escape,excellent,6.0,gas,192000.0,automatic,SUV,black,1.0,ford
15500,2011,ford f-150,excellent,8.0,gas,156000.0,automatic,truck,white,1.0,ford
16900,2005,jeep wrangler,excellent,6.0,gas,90000.0,manual,SUV,orange,1.0,jeep
15900,2004,ford f-350 sd,excellent,8.0,diesel,152000.0,automatic,truck,color_unknown,1.0,ford
15995,2017,dodge charger,excellent,8.0,gas,129000.0,automatic,sedan,blue,1.0,dodge
7500,2008,ford f250 super duty,excellent,8.0,gas,148085.0,automatic,truck,white,0,ford
8600,2010,toyota rav4,good,4.0,gas,136257.0,automatic,SUV,green,1.0,toyota
700,1999,toyota rav4,fair,4.0,gas,258000.0,manual,SUV,black,1.0,toyota
15500,2011,ford f-150,excellent,8.0,gas,156000.0,automatic,truck,white,1.0,ford
14950,2016,ford edge,good,6.0,gas,99277.0,automatic,SUV,black,0,ford
6300,1999,ford f-250 super duty,good,8.0,gas,294000.0,automatic,pickup,color_unknown,1.0,ford
3200,1998,ford f-150,good,6.0,gas,175000.0,automatic,truck,brown,0,ford
19885,2016,honda cr-v,excellent,4.0,gas,29324.0,automatic,SUV,color_unknown,1.0,honda
16900,2005,jeep wrangler,excellent,6.0,gas,90000.0,manual,SUV,orange,1.0,jeep
6800,2005,jeep liberty,good,6.0,gas,95678.0,automatic,SUV,red,1.0,jeep
15900,2004,ford f-350 sd,excellent,,diesel,,automatic,truck,brown,1.0,ford
3200,1998,ford f-150,good,6.0,gas,175000.0,automatic,truck,brown,0,ford
4195,2010,ford fusion se,excellent,4.0,gas,163000.0,automatic,sedan,color_unknown,0,ford
10500,2011,nissan frontier,excellent,,gas,172000.0,automatic,truck,white,1.0,nissan
3900,2008,ford f-250 super duty,good,,gas,191000.0,automatic,pickup,yellow,0,ford
9850,2013,chevrolet equinox,good,4.0,gas,114317.0,automatic,SUV,red,0,chevrolet
7250,2011,ford taurus,good,,gas,136465.0,automatic,sedan,silver,1.0,ford
5350,2007,hyundai santa fe,good,6.0,gas,156887.0,automatic,SUV,silver,1.0,hyundai
5950,2008,honda civic,good,4.0,gas,133817.0,automatic,sedan,custom,0,honda
16000,2007,chevrolet silverado,excellent,8.0,gas,105664.0,automatic,pickup,black,1.0,chevrolet
22900,2016,subaru outback,excellent,4.0,gas,47000.0,automatic,wagon,blue,1.0,subaru
32000,2013,chevrolet silverado 2500hd,excellent,8.0,diesel,98000.0,automatic,truck,white,1.0,chevrolet
12885,2016,dodge grand caravan,excellent,6.0,gas,48544.0,automatic,van,white,0,dodge
11000,1993,chevrolet corvette,good,8.0,gas,115000.0,automatic,coupe,color_unknown,0,chevrolet
17876,2009,jeep wrangler unlimited,excellent,6.0,gas,99075.0,automatic,wagon,black,1.0,jeep
23090,2013,ram 2500,excellent,6.0,diesel,160432.0,automatic,truck,white,1.0,ram
2499,2007,honda civic,good,4.0,gas,150000.0,manual,sedan,grey,0,honda
9888,2014,nissan maxima,good,6.0,gas,168000.0,automatic,sedan,grey,0,nissan
60000,1969,chevrolet camaro,excellent,8.0,gas,39443.0,manual,coupe,yellow,0,chevrolet
6500,2012,honda civic,excellent,4.0,gas,140000.0,automatic,sedan,black,0,honda
12000,2006,chevrolet silverado 2500hd,good,8.0,diesel,160000.0,automatic,truck,silver,1.0,chevrolet
2600,0,chevrolet silverado 1500,good,8.0,gas,84000.0,automatic,pickup,blue,1.0,chevrolet
2850,2007,nissan versa,like new,4.0,gas,222000.0,automatic,sedan,color_unknown,0,nissan
3300,2003,ram 1500,good,,gas,,automatic,pickup,blue,0,ram
13995,2013,ram 1500,excellent,8.0,gas,120000.0,automatic,pickup,black,0,ram
3000,2010,nissan versa,good,4.0,gas,143500.0,automatic,sedan,black,0,nissan
5495,2007,ford expedition,good,8.0,gas,222839.0,automatic,SUV,black,0,ford
15500,2011,ford f-150,excellent,8.0,gas,156000.0,automatic,truck,color_unknown,1.0,ford
6495,2011,ford expedition,good,8.0,gas,241444.0,automatic,wagon,color_unknown,0,ford
3995,2003,chevrolet trailblazer,good,6.0,gas,176965.0,automatic,wagon,grey,0,chevrolet
2995,2004,ford expedition,good,8.0,gas,,automatic,wagon,color_unknown,0,ford
4995,2008,hyundai santa fe,good,6.0,gas,167742.0,automatic,wagon,color_unknown,0,hyundai
4995,2007,toyota camry,good,4.0,gas,173004.0,automatic,sedan,silver,0,toyota
6995,2011,gmc acadia,good,6.0,gas,160560.0,automatic,SUV,grey,0,gmc
6995,2011,chevrolet traverse,good,,gas,143019.0,automatic,wagon,black,1.0,chevrolet
4995,2007,toyota camry,good,4.0,gas,,automatic,sedan,blue,0,toyota
3995,2005,ram 1500,good,8.0,gas,220917.0,automatic,truck,black,0,ram
3495,2006,toyota sienna,good,6.0,gas,225709.0,automatic,van,color_unknown,0,toyota
1000,1996,jeep grand cherokee,fair,8.0,gas,318000.0,automatic,SUV,white,1.0,jeep
3995,2009,nissan murano,good,6.0,gas,,automatic,wagon,custom,0,nissan
5995,2013,dodge charger,good,6.0,gas,232991.0,automatic,sedan,grey,0,dodge
5995,2011,chevrolet traverse,good,6.0,gas,195664.0,automatic,wagon,color_unknown,0,chevrolet
6995,2009,chevrolet traverse,good,6.0,gas,,automatic,wagon,silver,0,chevrolet
3995,2011,chevrolet impala,good,6.0,gas,167893.0,automatic,sedan,black,0,chevrolet
5995,2014,nissan sentra,good,4.0,gas,145546.0,automatic,sedan,silver,0,nissan
5495,2009,chevrolet traverse,good,6.0,gas,164286.0,automatic,wagon,silver,0,chevrolet
3995,2008,toyota camry,good,4.0,gas,185440.0,automatic,sedan,color_unknown,0,toyota
4995,2008,nissan rogue,good,4.0,gas,147356.0,automatic,wagon,grey,0,nissan
4995,2007,nissan murano,good,6.0,gas,168076.0,automatic,wagon,silver,0,nissan
4995,2008,honda cr-v,good,4.0,gas,286355.0,automatic,wagon,blue,0,honda
3995,2005,acura tl,good,6.0,gas,204645.0,automatic,sedan,green,0,acura
6000,2003,chevrolet silverado 2500hd,good,8.0,gas,71558.0,automatic,pickup,color_unknown,1.0,chevrolet
4700,2004,acura tl,excellent,6.0,gas,158000.0,manual,sedan,white,0,acura
4995,2008,ford edge,good,6.0,gas,208362.0,automatic,wagon,grey,0,ford
3995,2006,jeep grand cherokee,good,6.0,gas,,automatic,wagon,custom,1.0,jeep
8995,2013,chevrolet camaro,good,6.0,gas,179366.0,automatic,coupe,blue,0,chevrolet
4500,2008,ford ranger,good,6.0,gas,147000.0,automatic,pickup,white,0,ford
6650,0,gmc yukon,excellent,8.0,gas,155000.0,automatic,SUV,white,0,gmc
35500,2015,chevrolet silverado 3500hd,excellent,8.0,diesel,82237.0,automatic,truck,white,1.0,chevrolet
41788,2018,chevrolet silverado 2500hd,excellent,8.0,diesel,55621.0,automatic,truck,white,1.0,chevrolet
4990,2011,chevrolet impala,good,6.0,gas,,automatic,sedan,blue,0,chevrolet
6500,2005,ford f350,good,8.0,gas,180000.0,automatic,truck,white,1.0,ford
5999,2012,ford focus se,good,4.0,gas,113134.0,automatic,sedan,silver,0,ford
4000,1993,ford f250,good,8.0,gas,,automatic,truck,color_unknown,1.0,ford
12000,2012,ford expedition,like new,8.0,gas,,automatic,SUV,white,0,ford
15500,2018,chevrolet silverado,fair,8.0,gas,73095.0,automatic,truck,white,1.0,chevrolet
7000,2006,ford f-150,like new,8.0,gas,,automatic,pickup,grey,0,ford
11995,2015,ford f-150,like new,6.0,gas,193000.0,automatic,truck,white,0,ford
2950,2007,chevrolet trailblazer,excellent,6.0,gas,144000.0,automatic,pickup,grey,1.0,chevrolet
1111,2018,chevrolet silverado,like new,8.0,gas,,automatic,pickup,red,1.0,chevrolet
5650,2011,chrysler 300,like new,6.0,gas,221000.0,automatic,sedan,silver,0,chrysler
4850,1996,ford f-250,fair,8.0,diesel,286000.0,automatic,pickup,green,1.0,ford
12950,2009,jeep wrangler,like new,6.0,gas,169000.0,automatic,SUV,red,1.0,jeep
4900,1999,toyota tacoma,good,6.0,gas,216000.0,automatic,truck,red,0,toyota
4650,2012,volkswagen jetta,like new,4.0,gas,238000.0,automatic,coupe,black,0,volkswagen
10950,2010,jeep wrangler unlimited,like new,6.0,gas,273000.0,automatic,SUV,blue,1.0,jeep
14950,2016,chevrolet silverado,like new,6.0,gas,176000.0,automatic,truck,white,0,chevrolet
6000,2017,ford focus,like new,4.0,gas,62112.0,automatic,sedan,white,0,ford
14500,2014,ram 1500,like new,8.0,gas,,automatic,pickup,white,1.0,ram
15000,0,toyota camry,excellent,4.0,gas,29464.0,automatic,sedan,grey,0,toyota
8000,2008,subaru outback,like new,4.0,gas,162500.0,automatic,wagon,blue,1.0,subaru
1999,2000,honda accord,excellent,4.0,gas,248000.0,manual,sedan,grey,0,honda
9500,2007,ford f250 super duty,good,8.0,gas,,automatic,truck,green,1.0,ford
4600,2010,toyota camry,excellent,4.0,gas,196200.0,automatic,sedan,color_unknown,0,toyota
4995,2013,chrysler 200,good,4.0,gas,189356.0,automatic,sedan,white,0,chrysler
8900,2016,nissan versa,good,4.0,gas,77140.0,automatic,sedan,color_unknown,0,nissan
6995,2011,acura tl,good,6.0,gas,181865.0,automatic,sedan,grey,0,acura
7995,2007,gmc acadia,good,6.0,gas,133946.0,automatic,SUV,grey,0,gmc
7995,2012,jeep grand cherokee,good,6.0,gas,,automatic,wagon,silver,0,jeep
3995,2008,chrysler 300,good,6.0,gas,184742.0,automatic,sedan,blue,0,chrysler
4495,2005,ford explorer,good,6.0,gas,139153.0,automatic,wagon,color_unknown,0,ford
3995,2006,chevrolet tahoe,good,8.0,gas,247904.0,automatic,wagon,white,1.0,chevrolet
3995,0,chevrolet impala,good,6.0,gas,136622.0,automatic,sedan,grey,0,chevrolet
5995,2012,hyundai sonata,good,4.0,gas,114072.0,automatic,sedan,black,0,hyundai
4995,2012,kia soul,good,4.0,gas,170448.0,automatic,wagon,green,0,kia
38000,2018,ford f-150,new,6.0,gas,16200.0,automatic,truck,white,1.0,ford
3495,2008,hyundai sonata,good,6.0,gas,,automatic,sedan,color_unknown,0,hyundai
3495,2004,honda civic,good,4.0,gas,268368.0,automatic,coupe,color_unknown,0,honda
2495,2005,ford taurus,good,6.0,gas,253800.0,automatic,sedan,green,0,ford
16900,2005,jeep wrangler,excellent,,gas,90000.0,manual,SUV,orange,1.0,jeep
4995,2008,gmc acadia,good,6.0,gas,191232.0,automatic,SUV,purple,0,gmc
5995,2008,ram 1500,good,8.0,gas,239205.0,automatic,truck,custom,0,ram
4995,2000,ford f-150,good,,gas,241915.0,automatic,truck,white,0,ford
7995,2012,gmc acadia,good,6.0,gas,179737.0,automatic,SUV,white,0,gmc
7995,0,chevrolet traverse,good,6.0,gas,158040.0,automatic,wagon,black,0,chevrolet
3495,2003,bmw x5,good,8.0,gas,215211.0,automatic,wagon,black,0,bmw
6995,2009,gmc acadia,good,6.0,gas,177676.0,automatic,SUV,custom,0,gmc
6995,2011,chevrolet traverse,good,6.0,gas,168281.0,automatic,SUV,white,0,chevrolet
3995,2007,jeep liberty,good,6.0,gas,203286.0,automatic,wagon,silver,0,jeep
3995,2003,ram 1500,good,8.0,gas,265530.0,automatic,truck,custom,0,ram
6900,2013,chevrolet cruze,good,4.0,gas,,automatic,coupe,grey,0,chevrolet
9950,2012,ram 2500,excellent,,gas,155000.0,automatic,truck,white,0,ram
15900,2004,ford f-350 sd,excellent,8.0,diesel,152000.0,automatic,truck,brown,1.0,ford
12000,2008,jeep wrangler,good,6.0,gas,131340.0,manual,SUV,blue,1.0,jeep
277,2014,chevrolet impala,excellent,6.0,gas,139890.0,automatic,sedan,black,0,chevrolet
222,2010,jeep grand cherokee,excellent,6.0,gas,,automatic,SUV,silver,1.0,jeep
23745,2015,ford expedition,excellent,6.0,gas,132895.0,manual,SUV,custom,1.0,ford
3999,2003,hyundai sonata,excellent,4.0,gas,82000.0,automatic,sedan,color_unknown,0,hyundai
2200,2004,ford focus,good,4.0,gas,89980.0,automatic,sedan,silver,0,ford
14900,2013,ford f250 super duty,good,8.0,diesel,330000.0,automatic,pickup,grey,1.0,ford
8300,2008,honda cr-v,excellent,4.0,gas,,automatic,SUV,grey,1.0,honda
4250,2003,chevrolet tahoe,excellent,8.0,gas,,automatic,SUV,color_unknown,1.0,chevrolet
7500,2013,dodge charger,excellent,6.0,gas,155000.0,automatic,sedan,color_unknown,0,dodge
2650,2001,ford taurus,excellent,6.0,gas,209173.0,automatic,sedan,color_unknown,0,ford
8995,2011,toyota camry,excellent,4.0,gas,110000.0,automatic,sedan,red,0,toyota
4300,2013,ford fusion,fair,4.0,gas,57000.0,automatic,sedan,grey,0,ford
34950,2016,toyota tacoma,like new,6.0,gas,20810.0,automatic,truck,white,1.0,toyota
22950,2016,ram 1500,excellent,8.0,gas,37000.0,automatic,truck,color_unknown,1.0,ram
8750,2010,honda odyssey,excellent,,gas,150536.0,automatic,van,silver,0,honda
28950,2017,jeep wrangler,excellent,6.0,gas,39888.0,automatic,SUV,white,1.0,jeep
16900,2011,chevrolet tahoe,good,8.0,gas,98523.0,automatic,SUV,white,0,chevrolet
5995,0,ford f-150,excellent,8.0,gas,138297.0,automatic,truck,green,1.0,ford
21995,2011,ford f350 super duty,excellent,8.0,diesel,87000.0,automatic,truck,black,1.0,ford
26995,2016,ford f250 super duty,like new,8.0,gas,70000.0,automatic,truck,grey,1.0,ford
